,reviewer_id,product_id,reviewer_name,helpful_vote,total_votes,review_text,rating,summary,unix_review_time,review_time
201968,AXCFFKRWTQJNY,B003N30970,Jack Double,8,8,I would recommend this for anyone that needs to cut a pill into more then 2 pieces.  Works fine for cutting in half but I needed to cut a pill into fourths without crushing it.  This allows me to line it up perfectly since I can see through the top.  It slides into little slots on the corners so you get a really straight cut.  It is magnified which I suppose helps a little.,5.0,Works perfectly,1297468800,"02 12, 2011"
189545,A1YP96MT6W9FTB,B0037KM8QY,JPfromOH,0,0,"I purchased a set of these Hearos earplugs because two groups in which I play (a symphony orchestra and a church praise band) sometimes get overly loud.  I tried the Hearos out at a recent orchestra rehearsal and found that they seem to live up to their billing.  The sound reduction really does seem to be pretty evenly spread over the entire frequency range.  The result of this is that instruments retain their natural tone colors and the wearer has an accurate sense of dynamic balance.  The one caveat is that these--like any earplugs--will cause single reed players (clarinet and saxophone) to ""hear"" a higher proportion of their sound through bone conduction.  But, this is not a major problem, particularly after the player either (1) gets used to it, or (2) uses a mouthpiece patch.  The Hearos earplugs also seem like just the ticket for audience members at rock concerts.  It seems like they would help increase clarity at concerts in overly reverberant indoor venues, although I've not tested them this way.  These are washable, reusable, and well worth the price!",5.0,Excellent for the Price,1329955200,"02 23, 2012"
15738,APN8VEAMJ114X,B0001M1IDA,"P. Stucki ""RichardakaDick&Pam""",0,0,"We have cut our hair for years and the plastic ridges on some of the combs we use the most, broke. We needed to replace them. We were glad to find the set still available. They work great!",5.0,We use the Guide Combs a lot,1372032000,"06 24, 2013"
325809,A205I2954VFOPL,B00F0CD39I,"*~*Mary*~* ""Follow me on Facebook at Miss Mar...",0,0,"I've tried green coffee bean extract before and loved it, but I didn't like the brand the supplement came from. So when I ran out of that I started looking for better reviews for the same product and came across these from NutriONN. They're so much better than what I was taking before! It's a higher dose than what I was taking, for one, and they're easy to swallow (which is good for me, because I have a hard time taking pills). I've got more energy, feel absolutely fantastic and my jeans are feeling a little looser. I would definitely recommend for anyone who needs a little pick-me-up to help spur on their weight loss.",5.0,The best I've found!,1397692800,"04 17, 2014"
271768,A13J6JL37BETV0,B007HCDMJ0,pinkberry,1,1,"Quick and easy to assemble right out of the box! It fits the width of my tub pretty well, which is pretty much a standard sized tub. I like being able to adjust the height on the chair leg. It is quick and easy to do. The seat is sturdy as well as the legs. Good product and a decent price. The packaging is also very attractive.",5.0,good!,1343347200,"07 27, 2012"
95636,A26LD9FQHTM8ZH,B00120Y44A,OlyNomad,3,4,"I am so happy I found this tool. I was on here searching for massagers and came across it and figured it was worth trying.  It is awesome.  I have tension that builds up in my shoulder blade area and I need deep massage/pressure to get in there and work it out.  My husband has to use his elbows and even that isn't hard enough to do it for me sometimes.  This thing really does work, I love it.  Flat out love it.  On him I use the bigger knobs because he doesn't like it too deep/hard.  That gives a really good overall massage.  The smaller ones really get in there on me though. The only drawback is I have to wait until he's home to use it on me!The size is perfect too, fits right in your hand.",5.0,Absolutely fantastic!,1271376000,"04 16, 2010"
181527,A376OJHLE6SU9Q,B002YD8GBG,M. Wolf,0,0,"There are cheaper plates but read closely at what these plates offer1. Made in the USA2. 100% recycled materials- These plates look nice and have a uniform color, texture, and thickness3. Compostable- I have no doubt that these will compost easily with other kitchen scraps; my caution is not the plates but the food remains on the plate itself.4.  Thick and durable.  While I did not do a `weight' test this held up well to lasagna,hamburgers with potato salad, and spaghetti with meatballs.Things to consider:If you are wanting a `leak proof plate' this is not the plate to get.If your wanting inexpensive plates these are probably not the plate.However, if you are wanting to find an earth gentle disposable plate this is highly recomended.",5.0,Earth friendly,1269302400,"03 23, 2010"
62080,A3V2OXRI5EBCWF,B000IV2YLY,Doug Green,0,0,"Would love to see these in higher capacity, and 1.5vI can dream cant I >=)",4.0,Nice slo drain batteries.,1234742400,"02 16, 2009"
34583,A3BCQEM892DTO3,B0009XQUES,Amazon Customer,0,1,This is a good product. I use it to monitor my bp at home. Sometimes it gives me an error and i have to maneuver the position of my arm many times to get it to actually take my bp -- once i tried 10x before it worked.,4.0,Works ...,1359331200,"01 28, 2013"
203860,A1NTJJASB7MFQ9,B003R2OPWW,"Julie... ""Julessssss""",1,1,The wrap was not easy to use and felt gooey. Putting it on my shoulder was near impossible to get it to stay. It felt like a wet glob was sitting on my shoulder the entire time. They say it can be reused but it was too much effort to try and get it back the right way to fit back in the package.I would rather use an ace bandage with an ice pack any day.,1.0,Yuck,1366156800,"04 17, 2013"
55317,A30BZ9HTLSVQP6,B000GIPJ02,"Garrett O. Stewart ""Nicodemus""",0,0,good stuff just didn't like taking that much,4.0,Four Stars,1404432000,"07 4, 2014"
211807,A36NB8VS3PFM5C,B003YJAZZ4,Julius Kovatch,4,4,"I have been a Braun shaver user for the past 50 years, starting with the Braun Sixtant model in 1960 when I was still living in Europe. It was an outstanding shaver and I always got a smooth very close shave with it just like with the razor blade. I brought it with me when I moved to the US in 1970 and I was using it for the next 10 years or so. At that time only the foil replacement was recommended by Braun in every 2-3 years, the cutter was claimed to be self sharpening and I never replaced mine. The foils came in flat packs and you just bend them and pop them into the brushed stainless steel foil holder. I brought quite a few of them with me when I came to the US and I never had any problem with it for the next ten years or so.Later on I purchased many of the new models which had a few more extra bells and whistles, some convenience features, twin cutting blocks and became cordless and rechargeable which was probably the most significant change for me. But they really could not improve on the performance of the Sixtant since it was so good to begin with, but I was happy with all the other forthcoming models I purchased.I still have the 7570 model in very good working condition and still holds the charge very well after 11 years, the first one came with the cleaning system (very bad design) which broke after 2-3 months of use, but I felt that the cleaning system on this shaver does not really needed anyway. As long as the cutting block was separate from the foil it was fast, efficient and easy to clean it with the brush. Later I purchased the 8595 model which had a lot better designed jet cleaning system, it was a bit noisier than the 7570 but the performance was the same.Before I got the 790cc I tried the Philips Norelco 1280X w/jet clean system which is a very nice and quiet shaver, does an excellent job and close shave but I could not get used to the ergonomics and the Braun definitely gives me a touch closer shave, my face felt a lot smoother after shaving even with the Braun 7570.Finally I decided to get the 790cc the latest and greatest Braun which certainly has a lot of nice features, bells and whistles, easy to use and convenient to clean it with the cleaning system every other day, when the shaver feels and smells fresh, like new. My 7570 is still in very good working condition and compared to the 790cc it gives me the same close shave as my new 790cc, no noticeable difference to me. However I enjoy the new design, all the new features, the better ergonomics and the convenience of the clean and renew station.So I am back to the same brand I have been using for the past 50 years and I am delighted with the performance of this new 790cc shaver and I can honestly say there is no other shaver on the market which gives you this close shave without any skin irritation, highly recommend it to anybody.Update after almost 3 years:I still have this Braun 790CC which works well but always has been pretty noisy and although I commented before that it gives me a touch closer shave than the Philips 1280XX it is really a toss up since I just repurchased a new Philips 1280XX/42 and alternately using both of them. They equal in closeness of shave and the Philips appears to be made from better material. On the Braun 790CC some of the nice metal looking parts are silver paint covered plastic and this paint coating is now bubbling up at the back under the cutting head after a couple of years of use and Jet cleaning which is very disappointing. The only thing with the Philips that it gives me a touch more skin irritation sometimes if I am not careful enough around the lower neck area, but very close and extremely quiet shave. No doubt that these 2 shavers are the best on the market today and I will be using both of them alternately for a while and make a final judgement if I will keep both of them or just the one I prefer to use.Another update after using both the above shavers alternately for 3 weeks:After 2 weeks of use there was no more skin irritation with the Philips and I had to come to a conclusion that the Philips 1280XX gives me faster, a lot quieter, smoother and even a bit closer shave than the Braun 790CC. Final word, the Philips 1280XX is the keeper for me.",5.0,Braun is still the best shaver for me,1312502400,"08 5, 2011"
